id,url,name,evolutions,altura,peso,types,types_defenses
826,'/pokedex/orbeetle','Orbeetle',"[{'id': '0824', 'name': 'Blipbug', 'url': '/pokedex/blipbug'}, {'id': '0825', 'name': 'Dottler', 'url': '/pokedex/dottler', 'level': '10'}, {'id': '0826', 'name': 'Orbeetle', 'url': '/pokedex/orbeetle', 'level': '30'}]",40.0 cm,40.8 kg,"Bug, Psychic","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '¼'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
825,'/pokedex/dottler','Dottler',"[{'id': '0824', 'name': 'Blipbug', 'url': '/pokedex/blipbug'}, {'id': '0825', 'name': 'Dottler', 'url': '/pokedex/dottler', 'level': '10'}, {'id': '0826', 'name': 'Orbeetle', 'url': '/pokedex/orbeetle', 'level': '30'}]",40.0 cm,19.5 kg,"Bug, Psychic","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '¼'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
824,'/pokedex/blipbug','Blipbug',"[{'id': '0824', 'name': 'Blipbug', 'url': '/pokedex/blipbug'}, {'id': '0825', 'name': 'Dottler', 'url': '/pokedex/dottler', 'level': '10'}, {'id': '0826', 'name': 'Orbeetle', 'url': '/pokedex/orbeetle', 'level': '30'}]",40.0 cm,8.0 kg,Bug,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
823,'/pokedex/corviknight','Corviknight',"[{'id': '0821', 'name': 'Rookidee', 'url': '/pokedex/rookidee'}, {'id': '0822', 'name': 'Corvisquire', 'url': '/pokedex/corvisquire', 'level': '18'}, {'id': '0823', 'name': 'Corviknight', 'url': '/pokedex/corviknight', 'level': '38'}]",220.0 cm,75.0 kg,"Flying, Steel","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '¼'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
818,'/pokedex/inteleon','Inteleon',"[{'id': '0816', 'name': 'Sobble', 'url': '/pokedex/sobble'}, {'id': '0817', 'name': 'Drizzile', 'url': '/pokedex/drizzile', 'level': '16'}, {'id': '0818', 'name': 'Inteleon', 'url': '/pokedex/inteleon', 'level': '35'}]",190.0 cm,45.2 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
820,'/pokedex/greedent','Greedent',"[{'id': '0819', 'name': 'Skwovet', 'url': '/pokedex/skwovet'}, {'id': '0820', 'name': 'Greedent', 'url': '/pokedex/greedent', 'level': '24'}]",60.0 cm,6.0 kg,Normal,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
819,'/pokedex/skwovet','Skwovet',"[{'id': '0819', 'name': 'Skwovet', 'url': '/pokedex/skwovet'}, {'id': '0820', 'name': 'Greedent', 'url': '/pokedex/greedent', 'level': '24'}]",30.0 cm,2.5 kg,Normal,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
817,'/pokedex/drizzile','Drizzile',"[{'id': '0816', 'name': 'Sobble', 'url': '/pokedex/sobble'}, {'id': '0817', 'name': 'Drizzile', 'url': '/pokedex/drizzile', 'level': '16'}, {'id': '0818', 'name': 'Inteleon', 'url': '/pokedex/inteleon', 'level': '35'}]",70.0 cm,11.5 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
821,'/pokedex/rookidee','Rookidee',"[{'id': '0821', 'name': 'Rookidee', 'url': '/pokedex/rookidee'}, {'id': '0822', 'name': 'Corvisquire', 'url': '/pokedex/corvisquire', 'level': '18'}, {'id': '0823', 'name': 'Corviknight', 'url': '/pokedex/corviknight', 'level': '38'}]",20.0 cm,1.8 kg,Flying,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
816,'/pokedex/sobble','Sobble',"[{'id': '0816', 'name': 'Sobble', 'url': '/pokedex/sobble'}, {'id': '0817', 'name': 'Drizzile', 'url': '/pokedex/drizzile', 'level': '16'}, {'id': '0818', 'name': 'Inteleon', 'url': '/pokedex/inteleon', 'level': '35'}]",30.0 cm,4.0 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
822,'/pokedex/corvisquire','Corvisquire',"[{'id': '0821', 'name': 'Rookidee', 'url': '/pokedex/rookidee'}, {'id': '0822', 'name': 'Corvisquire', 'url': '/pokedex/corvisquire', 'level': '18'}, {'id': '0823', 'name': 'Corviknight', 'url': '/pokedex/corviknight', 'level': '38'}]",80.0 cm,16.0 kg,Flying,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
815,'/pokedex/cinderace','Cinderace',"[{'id': '0813', 'name': 'Scorbunny', 'url': '/pokedex/scorbunny'}, {'id': '0814', 'name': 'Raboot', 'url': '/pokedex/raboot', 'level': '16'}, {'id': '0815', 'name': 'Cinderace', 'url': '/pokedex/cinderace', 'level': '35'}]",140.0 cm,33.0 kg,Fire,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
808,'/pokedex/meltan','Meltan',"[{'id': '0808', 'name': 'Meltan', 'url': '/pokedex/meltan'}, {'id': '0809', 'name': 'Melmetal', 'url': '/pokedex/melmetal'}]",20.0 cm,8.0 kg,Steel,"[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
810,'/pokedex/grookey','Grookey',"[{'id': '0810', 'name': 'Grookey', 'url': '/pokedex/grookey'}, {'id': '0811', 'name': 'Thwackey', 'url': '/pokedex/thwackey', 'level': '16'}, {'id': '0812', 'name': 'Rillaboom', 'url': '/pokedex/rillaboom', 'level': '35'}]",30.0 cm,5.0 kg,Grass,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
813,'/pokedex/scorbunny','Scorbunny',"[{'id': '0813', 'name': 'Scorbunny', 'url': '/pokedex/scorbunny'}, {'id': '0814', 'name': 'Raboot', 'url': '/pokedex/raboot', 'level': '16'}, {'id': '0815', 'name': 'Cinderace', 'url': '/pokedex/cinderace', 'level': '35'}]",30.0 cm,4.5 kg,Fire,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
812,'/pokedex/rillaboom','Rillaboom',"[{'id': '0810', 'name': 'Grookey', 'url': '/pokedex/grookey'}, {'id': '0811', 'name': 'Thwackey', 'url': '/pokedex/thwackey', 'level': '16'}, {'id': '0812', 'name': 'Rillaboom', 'url': '/pokedex/rillaboom', 'level': '35'}]",210.0 cm,90.0 kg,Grass,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
814,'/pokedex/raboot','Raboot',"[{'id': '0813', 'name': 'Scorbunny', 'url': '/pokedex/scorbunny'}, {'id': '0814', 'name': 'Raboot', 'url': '/pokedex/raboot', 'level': '16'}, {'id': '0815', 'name': 'Cinderace', 'url': '/pokedex/cinderace', 'level': '35'}]",60.0 cm,9.0 kg,Fire,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
811,'/pokedex/thwackey','Thwackey',"[{'id': '0810', 'name': 'Grookey', 'url': '/pokedex/grookey'}, {'id': '0811', 'name': 'Thwackey', 'url': '/pokedex/thwackey', 'level': '16'}, {'id': '0812', 'name': 'Rillaboom', 'url': '/pokedex/rillaboom', 'level': '35'}]",70.0 cm,14.0 kg,Grass,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
809,'/pokedex/melmetal','Melmetal',"[{'id': '0808', 'name': 'Meltan', 'url': '/pokedex/meltan'}, {'id': '0809', 'name': 'Melmetal', 'url': '/pokedex/melmetal'}]",250.0 cm,800.0 kg,Steel,"[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
807,'/pokedex/zeraora','Zeraora',,150.0 cm,44.5 kg,Electric,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '0'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
806,'/pokedex/blacephalon','Blacephalon',,180.0 cm,13.0 kg,"Fire, Ghost","[{'type_against': 'Normal', 'defense': '0'}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '0'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
805,'/pokedex/stakataka','Stakataka',,550.0 cm,820.0 kg,"Rock, Steel","[{'type_against': 'Normal', 'defense': '¼'}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '4'}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '4'}, {'type_against': 'Flying', 'defense': '¼'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}]"
804,'/pokedex/naganadel','Naganadel',"[{'id': '0803', 'name': 'Poipole', 'url': '/pokedex/poipole'}, {'id': '0804', 'name': 'Naganadel', 'url': '/pokedex/naganadel'}]",360.0 cm,150.0 kg,"Poison, Dragon","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '¼'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
803,'/pokedex/poipole','Poipole',"[{'id': '0803', 'name': 'Poipole', 'url': '/pokedex/poipole'}, {'id': '0804', 'name': 'Naganadel', 'url': '/pokedex/naganadel'}]",60.0 cm,1.8 kg,Poison,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}]"
802,'/pokedex/marshadow','Marshadow',,70.0 cm,22.2 kg,"Fighting, Ghost","[{'type_against': 'Normal', 'defense': '0'}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '0'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
801,'/pokedex/magearna','Magearna',,100.0 cm,80.5 kg,"Steel, Fairy","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}]"
